"helpfulVotes","publishedDate","publishedPlatform","rating","text","title","tripType"
"1","2015-08-21","OTHER","4","we spent a couple of hours walking around Oxford and really enjoyed it. It was raining, but we are in England so we had our umbrellas and on we went! We took the free walking tour, which really is free, and you pay the guide a ""tip"" at the end. Our gal was adorable and full of great insider type stories of the colleges, their mascots and rivalries over the years, and lots of other facts. She kept our group moving along, though it was at times hard to hear her above the roar of the traffic. Who knows, maybe my High School freshman will apply!","Interesting history","FAMILY"
"1","2015-08-20","OTHER","5","Each of the colleges is unique and beautiful.  I spent time at Wadhams on a gorgeous summer afternoon seeing a Shakespeare play in the garden; toured the famous Christ Church and saw the dining hall used as a model in the ""Harry Potter"" films, etc.  The gardens are amazing, the churches rival any in Europe and the architecture is special in each area.","A most special University and the history of it's College's Divine!","COUPLES"
"3","2015-08-18","OTHER","5","Give yourself time to see the famous college, including the great hall, etc. you will benefit from having a guided tour so you don't miss things.  You can see where CS Lewis was inspired for the opening of the Lion Witch and Wardrobe.  The town is cute and there are many places to eat and drink, as well as shop. You could spend at least a whole day here. ","Oxford is inspiring and beautiful.","NONE"
"1","2015-08-18","MOBILE","5","The University of Oxford is so well merged with the city and we feel that it's an University in the city and city in the University! We love its ancient buildings and are amazed by their architecture. Everything along the streets are amazing and we would treasure them forever. The only challenge is to find a parking space which is hard if don't plan ahead of a visit.","Upto its famous name","FRIENDS"
"0","2015-08-17","OTHER","5","The University is spread over the entire city, with the colleges and departments offering something different.","Something for everyone","FAMILY"
"1","2015-08-17","MOBILE","4","The Oxford University is 900 years old now, but it is original! I am so sunrises when I saw it stand there just like a few years ago! It was protected during the Second World War. 38 colleges witness the growth of the Oxford, and they have different styles. The library of the University of Oxford is very large, furthermore, the underground of it has a tube to transport the books, for example, some books introducing the Chinese culture. Amazing! Students who study there must be happy to get close to so many books! What a treasure! Other colleges are also very splendid!","An ancient University ","FAMILY"
"0","2015-08-15","OTHER","5","It's Oxford... Parking can be a test.. But walking through the streets is a must... History, Architecture, Film Locations, Gardens, just take a couple hours and enjoy.","Welcome to Oxford, Mr Potter","COUPLES"
"0","2015-08-14","OTHER","5","Great Day trip via Coach from London. There are several different tours of Oxford by competitive companies.  We were booked via Viator with Evan Evans Tours.  Their coaches (Buses) seemed to be more comfortable than Premium Tours.  All the tour guides were good BUT seldom could deviate from their  memorized spiels.  Debra with Evan Evans conducted this tour and she was truly excellent. She is well educated, articulate and charming in her manner. She has mastered her subjects and can speak more in depth about the sites and subjects she covers.  Go with Evan Evans.","Beautiful Architecture- Interesting Living History","COUPLES"
"1","2015-08-14","OTHER","5","We studied at Merton College, so I can't speak for the others, but the whole city center, if you will of Oxford in dominated by the University, Museums, concert halls,Shakespeare is performed everywhere etc.  If you like those things, you will be happy you visited Oxford.","There are 23 college in the University","COUPLES"
"4","2015-08-14","OTHER","4","We arrived home yesterday after spending a couple of days in Oxford which, since my daughter attended the University, is one of our favourite cities. On this occasion we stayed at Wycliffe Hall and feel I need to write a review which reflects our experience in order to balance things out. 

Firstly I need to say that nobody who chooses to book through University Rooms should be expecting 5 star accommodation. In opting for this cheap alternative to an Oxford hotel you need to be aware that you will be living in student halls and therefore experiencing Oxford in a very different, arguably more authentic way.

We had a twin room on the first floor, it was clean, spacious and adequately furnished. The location on the beautiful Banbury Road is ideal for exploring the city. This is a Theology College and the atmosphere of peace and reflection is tangible. We were able to explore at will and although I am not very religious these days I spent a good few minutes just sitting in the chapel being alone with my thoughts. 

On a practical level we were able to park our car right outside at no cost and leave it there at all times, which in Oxford is a huge bonus!

The breakfast (served 8.00am - 9.00) was more than adequate and actually an improvement on the little hotel we recently stayed in when we visited Sperlonga, a tiny Italian beach town.

All of this cost £55. I think the previous reviewer was unlucky. If you want a very different and rather lovely way of experiencing the dreaming spires then you should certainly consider Wycliffe Hall. And no I don't work there!","Wycliffe Hall","COUPLES"
